"tube_id","measurement_timepoint","measurement_date","health_score","notes"
"T0065",6,NA,NA,NA
"T0066",6,NA,NA,NA
"T0067",6,NA,NA,NA
"T0068",6,NA,NA,NA
"T0069",6,NA,NA,NA
"T0070",6,NA,NA,NA
"T0071",6,NA,NA,NA
"T0072",6,NA,NA,NA
"T0073",6,NA,NA,NA
"T0074",6,NA,NA,NA
"T0075",6,NA,NA,NA
"T0076",6,NA,NA,NA
"T0077",6,NA,NA,NA
"T0078",6,NA,NA,NA
"T0079",6,NA,NA,NA
"T0080",6,NA,NA,NA
"T0081",6,NA,NA,NA
"T0082",6,NA,NA,NA
"T0083",6,NA,NA,NA
"T0084",6,NA,NA,NA
"T0085",6,NA,NA,NA
"T0086",6,NA,NA,NA
"T0087",6,NA,NA,NA
"T0088",6,NA,NA,NA
"T0089",6,NA,NA,NA
"T0090",6,NA,NA,NA
"T0091",6,NA,NA,NA
"T0092",6,NA,NA,NA
"T0093",6,NA,NA,NA
"T0094",6,NA,NA,NA
"T0095",6,NA,NA,NA
"T0096",6,NA,NA,NA
"T0097",6,NA,NA,NA
"T0098",6,NA,NA,NA
"T0099",6,NA,NA,NA
"T0100",6,NA,NA,NA
"T0101",6,NA,NA,NA
"T0102",6,NA,NA,NA
"T0103",6,NA,NA,NA
"T0104",6,NA,NA,NA
"T0105",6,NA,NA,NA
"T0106",6,NA,NA,NA
"T0107",6,NA,NA,NA
"T0108",6,NA,NA,NA
"T0109",6,NA,NA,NA
"T0110",6,NA,NA,NA
"T0111",6,NA,NA,NA
"T0112",6,NA,NA,NA
"T0113",6,NA,NA,NA
"T0114",6,NA,NA,NA
"T0115",6,NA,NA,NA
"T0116",6,NA,NA,NA
"T0117",6,NA,NA,NA
"T0118",6,NA,NA,NA
"T0119",6,NA,NA,NA
"T0120",6,NA,NA,NA
"T0121",6,NA,NA,NA
"T0122",6,NA,NA,NA
"T0123",6,NA,NA,NA
"T0124",6,NA,NA,NA
"T0125",6,NA,NA,NA
"T0126",6,NA,NA,NA
"T0127",6,NA,NA,NA
"T0128",6,NA,NA,NA
"T0129",6,NA,NA,NA
"T0130",6,NA,NA,NA
"T0131",6,NA,NA,NA
"T0132",6,NA,NA,NA
"T0133",6,NA,NA,NA
"T0134",6,NA,NA,NA
"T0135",6,NA,NA,NA
"T0136",6,NA,NA,NA
"T0137",6,NA,NA,NA
"T0138",6,NA,NA,NA
"T0139",6,NA,NA,NA
"T0140",6,NA,NA,NA
"T0141",6,NA,NA,NA
"T0142",6,NA,NA,NA
"T0143",6,NA,NA,NA
"T0144",6,NA,NA,NA
"T0145",6,NA,NA,NA
"T0146",6,NA,NA,NA
"T0147",6,NA,NA,NA
"T0148",6,NA,NA,NA
"T0149",6,NA,NA,NA
"T0150",6,NA,NA,NA
"T0151",6,NA,NA,NA
"T0152",6,NA,NA,NA
"T0153",6,NA,NA,NA
"T0154",6,NA,NA,NA
"T0155",6,NA,NA,NA
"T0156",6,NA,NA,NA
"T0157",6,NA,NA,NA
"T0158",6,NA,NA,NA
"T0159",6,NA,NA,NA
"T0160",6,NA,NA,NA
"T0161",6,NA,NA,NA
"T0162",6,NA,NA,NA
"T0163",6,NA,NA,NA
"T0164",6,NA,NA,NA
"T0165",6,NA,NA,NA
"T0166",6,NA,NA,NA
"T0167",6,NA,NA,NA
"T0168",6,NA,NA,NA
"T0169",6,NA,NA,NA
"T0170",6,NA,NA,NA
"T0171",6,NA,NA,NA
"T0172",6,NA,NA,NA
"T0173",6,NA,NA,NA
"T0174",6,NA,NA,NA
"T0175",6,NA,NA,NA
"T0176",6,NA,NA,NA
"T0177",6,NA,NA,NA
"T0178",6,NA,NA,NA
"T0179",6,NA,NA,NA
"T0180",6,NA,NA,NA
"T0181",6,NA,NA,NA
"T0182",6,NA,NA,NA
"T0183",6,NA,NA,NA
"T0184",6,NA,NA,NA
"T0185",6,NA,NA,NA
"T0186",6,NA,NA,NA
"T0187",6,NA,NA,NA
"T0188",6,NA,NA,NA
"T0189",6,NA,NA,NA
"T0190",6,NA,NA,NA
"T0191",6,NA,NA,NA
"T0192",6,NA,NA,NA
"T0193",6,NA,NA,NA
"T0194",6,NA,NA,NA
"T0195",6,NA,NA,NA
"T0196",6,NA,NA,NA
"T0197",6,NA,NA,NA
"T0198",6,NA,NA,NA
"T0199",6,NA,NA,NA
"T0200",6,NA,NA,NA
"T0201",6,NA,NA,NA
"T0202",6,NA,NA,NA
"T0203",6,NA,NA,NA
"T0204",6,NA,NA,NA
"T0205",6,NA,NA,NA
"T0206",6,NA,NA,NA
"T0207",6,NA,NA,NA
"T0208",6,NA,NA,NA
"T0209",6,NA,NA,NA
"T0210",6,NA,NA,NA
"T0211",6,NA,NA,NA
"T0212",6,NA,NA,NA
"T0213",6,NA,NA,NA
"T0214",6,NA,NA,NA
"T0215",6,NA,NA,NA
"T0216",6,NA,NA,NA
"T0217",6,NA,NA,NA
"T0218",6,NA,NA,NA
"T0219",6,NA,NA,NA
"T0220",6,NA,NA,NA
"T0221",6,NA,NA,NA
"T0222",6,NA,NA,NA
"T0223",6,NA,NA,NA
"T0224",6,NA,NA,NA
"T0225",6,NA,NA,NA
"T0226",6,NA,NA,NA
"T0227",6,NA,NA,NA
"T0228",6,NA,NA,NA
"T0229",6,NA,NA,NA
"T0230",6,NA,NA,NA
"T0231",6,NA,NA,NA
"T0232",6,NA,NA,NA
"T0233",6,NA,NA,NA
"T0234",6,NA,NA,NA
"T0235",6,NA,NA,NA
"T0236",6,NA,NA,NA
"T0237",6,NA,NA,NA
"T0238",6,NA,NA,NA
"T0239",6,NA,NA,NA
"T0240",6,NA,NA,NA
"T0241",6,NA,NA,NA
"T0242",6,NA,NA,NA
"T0243",6,NA,NA,NA
"T0244",6,NA,NA,NA
"T0245",6,NA,NA,NA
"T0246",6,NA,NA,NA
"T0247",6,NA,NA,NA
"T0248",6,NA,NA,NA
"T0249",6,NA,NA,NA
"T0250",6,NA,NA,NA
"T0251",6,NA,NA,NA
"T0252",6,NA,NA,NA
"T0253",6,NA,NA,NA
"T0254",6,NA,NA,NA
"T0255",6,NA,NA,NA
"T0256",6,NA,NA,NA
"T0257",6,NA,NA,NA
"T0258",6,NA,NA,NA
"T0259",6,NA,NA,NA
"T0260",6,NA,NA,NA
"T0261",6,NA,NA,NA
"T0262",6,NA,NA,NA
"T0263",6,NA,NA,NA
"T0264",6,NA,NA,NA
"T0265",6,NA,NA,NA
"T0266",6,NA,NA,NA
"T0267",6,NA,NA,NA
"T0268",6,NA,NA,NA
"T0269",6,NA,NA,NA
"T0270",6,NA,NA,NA
"T0271",6,NA,NA,NA
"T0272",6,NA,NA,NA
"T0273",6,NA,NA,NA
"T0274",6,NA,NA,NA
"T0275",6,NA,NA,NA
"T0276",6,NA,NA,NA
"T0277",6,NA,NA,NA
"T0278",6,NA,NA,NA
"T0279",6,NA,NA,NA
"T0280",6,NA,NA,NA
