"tube_id","donor_site_id","recipient_site_id","treatment_id","replicate","greenhouse_tray","greenhouse_rack","greenhouse_position","transplant_date","n_seeds_planted","n_seeds_germinated","germinated","first_germination_date","thinning_date","survived_to_harvest","harvest_date","final_dry_biomass_g","health_score","protocol_deviation","notes"
"T0183","VA_D03","NH_R01","VA_D03__NH_R01",8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0184","VA_D03","NH_R01","VA_D03__NH_R01",9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0185","VA_D03","NH_R01","VA_D03__NH_R01",10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0186","VA_D03","NH_R01","VA_D03__NH_R01",11,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0187","VA_D03","NH_R01","VA_D03__NH_R01",12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0188","VA_D03","NH_R01","VA_D03__NH_R01",13,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0189","VA_D03","NH_R01","VA_D03__NH_R01",14,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0190","VA_D03","NH_R01","VA_D03__NH_R01",15,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0191","VA_D03","NH_R01","VA_D03__NH_R01",16,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0192","VA_D03","NH_R01","VA_D03__NH_R01",17,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0193","VA_D03","NH_R01","VA_D03__NH_R01",18,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0194","VA_D03","NH_R01","VA_D03__NH_R01",19,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0195","VA_D03","NH_R01","VA_D03__NH_R01",20,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0196","VA_D03","NH_R01","VA_D03__NH_R01",21,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0197","VA_D03","NH_R01","VA_D03__NH_R01",22,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0198","VA_D03","NH_R01","VA_D03__NH_R01",23,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0199","VA_D03","NH_R01","VA_D03__NH_R01",24,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0200","VA_D03","NH_R01","VA_D03__NH_R01",25,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0201","VA_D03","NH_R01","VA_D03__NH_R01",26,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0202","VA_D03","NH_R01","VA_D03__NH_R01",27,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0203","VA_D03","NH_R01","VA_D03__NH_R01",28,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0204","VA_D03","NH_R01","VA_D03__NH_R01",29,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0205","VA_D03","NH_R01","VA_D03__NH_R01",30,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0206","VA_D03","NH_R01","VA_D03__NH_R01",31,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0207","VA_D03","NH_R01","VA_D03__NH_R01",32,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0208","VA_D03","NH_R01","VA_D03__NH_R01",33,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0209","VA_D03","NH_R01","VA_D03__NH_R01",34,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0210","VA_D03","NH_R01","VA_D03__NH_R01",35,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0211","VA_D04","VA_R01","VA_D04__VA_R01",1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0212","VA_D04","VA_R01","VA_D04__VA_R01",2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0213","VA_D04","VA_R01","VA_D04__VA_R01",3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0214","VA_D04","VA_R01","VA_D04__VA_R01",4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0215","VA_D04","VA_R01","VA_D04__VA_R01",5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0216","VA_D04","VA_R01","VA_D04__VA_R01",6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0217","VA_D04","VA_R01","VA_D04__VA_R01",7,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0218","VA_D04","VA_R01","VA_D04__VA_R01",8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0219","VA_D04","VA_R01","VA_D04__VA_R01",9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0220","VA_D04","VA_R01","VA_D04__VA_R01",10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0221","VA_D04","VA_R01","VA_D04__VA_R01",11,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0222","VA_D04","VA_R01","VA_D04__VA_R01",12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0223","VA_D04","VA_R01","VA_D04__VA_R01",13,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0224","VA_D04","VA_R01","VA_D04__VA_R01",14,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0225","VA_D04","VA_R01","VA_D04__VA_R01",15,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0226","VA_D04","VA_R01","VA_D04__VA_R01",16,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0227","VA_D04","VA_R01","VA_D04__VA_R01",17,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0228","VA_D04","VA_R01","VA_D04__VA_R01",18,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0229","VA_D04","VA_R01","VA_D04__VA_R01",19,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0230","VA_D04","VA_R01","VA_D04__VA_R01",20,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0231","VA_D04","VA_R01","VA_D04__VA_R01",21,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0232","VA_D04","VA_R01","VA_D04__VA_R01",22,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0233","VA_D04","VA_R01","VA_D04__VA_R01",23,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0234","VA_D04","VA_R01","VA_D04__VA_R01",24,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0235","VA_D04","VA_R01","VA_D04__VA_R01",25,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0236","VA_D04","VA_R01","VA_D04__VA_R01",26,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0237","VA_D04","VA_R01","VA_D04__VA_R01",27,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0238","VA_D04","VA_R01","VA_D04__VA_R01",28,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0239","VA_D04","VA_R01","VA_D04__VA_R01",29,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0240","VA_D04","VA_R01","VA_D04__VA_R01",30,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0241","VA_D04","VA_R01","VA_D04__VA_R01",31,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0242","VA_D04","VA_R01","VA_D04__VA_R01",32,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0243","VA_D04","VA_R01","VA_D04__VA_R01",33,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0244","VA_D04","VA_R01","VA_D04__VA_R01",34,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0245","VA_D04","VA_R01","VA_D04__VA_R01",35,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0246","VA_D04","NH_R01","VA_D04__NH_R01",1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0247","VA_D04","NH_R01","VA_D04__NH_R01",2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0248","VA_D04","NH_R01","VA_D04__NH_R01",3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0249","VA_D04","NH_R01","VA_D04__NH_R01",4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0250","VA_D04","NH_R01","VA_D04__NH_R01",5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0251","VA_D04","NH_R01","VA_D04__NH_R01",6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0252","VA_D04","NH_R01","VA_D04__NH_R01",7,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0253","VA_D04","NH_R01","VA_D04__NH_R01",8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0254","VA_D04","NH_R01","VA_D04__NH_R01",9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0255","VA_D04","NH_R01","VA_D04__NH_R01",10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0256","VA_D04","NH_R01","VA_D04__NH_R01",11,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0257","VA_D04","NH_R01","VA_D04__NH_R01",12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0258","VA_D04","NH_R01","VA_D04__NH_R01",13,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0259","VA_D04","NH_R01","VA_D04__NH_R01",14,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0260","VA_D04","NH_R01","VA_D04__NH_R01",15,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0261","VA_D04","NH_R01","VA_D04__NH_R01",16,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0262","VA_D04","NH_R01","VA_D04__NH_R01",17,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0263","VA_D04","NH_R01","VA_D04__NH_R01",18,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0264","VA_D04","NH_R01","VA_D04__NH_R01",19,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0265","VA_D04","NH_R01","VA_D04__NH_R01",20,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0266","VA_D04","NH_R01","VA_D04__NH_R01",21,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0267","VA_D04","NH_R01","VA_D04__NH_R01",22,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0268","VA_D04","NH_R01","VA_D04__NH_R01",23,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0269","VA_D04","NH_R01","VA_D04__NH_R01",24,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0270","VA_D04","NH_R01","VA_D04__NH_R01",25,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0271","VA_D04","NH_R01","VA_D04__NH_R01",26,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0272","VA_D04","NH_R01","VA_D04__NH_R01",27,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0273","VA_D04","NH_R01","VA_D04__NH_R01",28,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0274","VA_D04","NH_R01","VA_D04__NH_R01",29,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0275","VA_D04","NH_R01","VA_D04__NH_R01",30,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0276","VA_D04","NH_R01","VA_D04__NH_R01",31,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0277","VA_D04","NH_R01","VA_D04__NH_R01",32,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0278","VA_D04","NH_R01","VA_D04__NH_R01",33,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0279","VA_D04","NH_R01","VA_D04__NH_R01",34,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0280","VA_D04","NH_R01","VA_D04__NH_R01",35,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
